register_name,address
DAC0_DAT11L,0x400cc016
DAC0_DAT12L,0x400cc018
DAC0_DAT13L,0x400cc01a
DAC0_DAT14L,0x400cc01c
DAC0_DAT15L,0x400cc01e
DAC0_SR,0x400cc020
DAC1_DAT0L,0x400cd000
DAC1_DATH,0x400cd001
DAC1_DAT1L,0x400cd002
DAC1_DAT2L,0x400cd004
DAC1_DAT3L,0x400cd006
DAC1_DAT4L,0x400cd008
DAC1_DAT5L,0x400cd00a
DAC1_DAT6L,0x400cd00c
DAC1_DAT7L,0x400cd00e
DAC1_DAT8L,0x400cd010
DAC1_DAT9L,0x400cd012
DAC1_DAT10L,0x400cd014
DAC1_DAT11L,0x400cd016
DAC1_DAT12L,0x400cd018
DAC1_DAT13L,0x400cd01a
DAC1_DAT14L,0x400cd01c
DAC1_DAT15L,0x400cd01e
DAC1_SR,0x400cd020
UART4_BDH,0x400ea000
UART4_BDL,0x400ea001
UART4_C1,0x400ea002
UART4_C2,0x400ea003
UART4_S1,0x400ea004
UART4_S2,0x400ea005
UART4_C3,0x400ea006
UART4_D,0x400ea007
UART4_MA1,0x400ea008
UART4_MA2,0x400ea009
UART4_C4,0x400ea00a
UART4_C5,0x400ea00b
UART4_ED,0x400ea00c
UART4_MODEM,0x400ea00d
UART4_IR,0x400ea00e
UART4_PFIFO,0x400ea010
UART4_CFIFO,0x400ea011
UART4_SFIFO,0x400ea012
UART4_TWFIFO,0x400ea013
UART4_TCFIFO,0x400ea014
UART4_RWFIFO,0x400ea015
UART4_RCFIFO,0x400ea016
UART4_C7816,0x400ea018
UART4_IE7816,0x400ea019
UART4_IS7816,0x400ea01a
UART4_WP7816T0,0x400ea01b
UART4_WP7816T1,0x400ea01b
UART4_WN7816,0x400ea01c
UART4_WF7816,0x400ea01d
UART4_ET7816,0x400ea01e
UART4_TL7816,0x400ea01f
UART4_C6,0x400ea021
UART4_PCTH,0x400ea022
UART4_PCTL,0x400ea023
UART4_IE0,0x400ea024
UART4_SDTH,0x400ea025
UART4_SDTL,0x400ea026
UART4_PRE,0x400ea027
UART4_TPL,0x400ea028
UART4_IE,0x400ea029
UART4_WB,0x400ea02a
UART4_S3,0x400ea02b
UART4_S4,0x400ea02c
UART4_RPL,0x400ea02d
UART4_RPREL,0x400ea02e
UART4_CPW,0x400ea02f
UART4_RIDTH,0x400ea030
UART4_RIDTL,0x400ea031
UART4_TIDTH,0x400ea032
UART4_TIDTL,0x400ea033
UART4_RB1TH,0x400ea034
UART4_RB1TL,0x400ea035
UART4_TB1TH,0x400ea036
UART4_TB1TL,0x400ea037
UART4_PROG_REG,0x400ea038
UART4_STATE_REG,0x400ea039
UART5_BDH,0x400eb000
UART5_BDL,0x400eb001
UART5_C1,0x400eb002
UART5_C2,0x400eb003
UART5_S1,0x400eb004
UART5_S2,0x400eb005
UART5_C3,0x400eb006
UART5_D,0x400eb007
UART5_MA1,0x400eb008
UART5_MA2,0x400eb009
UART5_C4,0x400eb00a
UART5_C5,0x400eb00b
UART5_ED,0x400eb00c
UART5_MODEM,0x400eb00d
UART5_IR,0x400eb00e
UART5_PFIFO,0x400eb010
UART5_CFIFO,0x400eb011
UART5_SFIFO,0x400eb012
UART5_TWFIFO,0x400eb013
UART5_TCFIFO,0x400eb014
UART5_RWFIFO,0x400eb015
UART5_RCFIFO,0x400eb016
UART5_C7816,0x400eb018
UART5_IE7816,0x400eb019
UART5_IS7816,0x400eb01a
UART5_WP7816T0,0x400eb01b
UART5_WP7816T1,0x400eb01b
UART5_WN7816,0x400eb01c
UART5_WF7816,0x400eb01d
UART5_ET7816,0x400eb01e
UART5_TL7816,0x400eb01f
UART5_C6,0x400eb021
UART5_PCTH,0x400eb022
UART5_PCTL,0x400eb023
UART5_IE0,0x400eb024
UART5_SDTH,0x400eb025
UART5_SDTL,0x400eb026
UART5_PRE,0x400eb027
UART5_TPL,0x400eb028
UART5_IE,0x400eb029
UART5_WB,0x400eb02a
UART5_S3,0x400eb02b
UART5_S4,0x400eb02c
UART5_RPL,0x400eb02d
UART5_RPREL,0x400eb02e
UART5_CPW,0x400eb02f
UART5_RIDTH,0x400eb030
UART5_RIDTL,0x400eb031
UART5_TIDTH,0x400eb032
UART5_TIDTL,0x400eb033
UART5_RB1TH,0x400eb034
UART5_RB1TL,0x400eb035
UART5_TB1TH,0x400eb036
UART5_TB1TL,0x400eb037
UART5_PROG_REG,0x400eb038
UART5_STATE_REG,0x400eb039
GPIOA_PDOR,0x400ff000
GPIOA_PSOR,0x400ff004
GPIOA_PCOR,0x400ff008
GPIOA_PTOR,0x400ff00c
GPIOA_PDIR,0x400ff010
GPIOA_PDDR,0x400ff014
GPIOB_PDOR,0x400ff040
GPIOB_PSOR,0x400ff044
GPIOB_PCOR,0x400ff048
GPIOB_PTOR,0x400ff04c
GPIOB_PDIR,0x400ff050
GPIOB_PDDR,0x400ff054
GPIOC_PDOR,0x400ff080
GPIOC_PSOR,0x400ff084
GPIOC_PCOR,0x400ff088
GPIOC_PTOR,0x400ff08c
GPIOC_PDIR,0x400ff090
GPIOC_PDDR,0x400ff094
GPIOD_PDOR,0x400ff0c0
GPIOD_PSOR,0x400ff0c4
GPIOD_PCOR,0x400ff0c8
GPIOD_PTOR,0x400ff0cc
GPIOD_PDIR,0x400ff0d0
GPIOD_PDDR,0x400ff0d4
GPIOE_PDOR,0x400ff100
GPIOE_PSOR,0x400ff104
GPIOE_PCOR,0x400ff108
GPIOE_PTOR,0x400ff10c
GPIOE_PDIR,0x400ff110
GPIOE_PDDR,0x400ff114
AIPS0_PACRB,0x40000024
AIPS0_PACRD,0x4000002c
AIPS0_PACRE,0x40000040
AIPS1_PACRB,0x40080024
AIPS1_PACRC,0x40080028
AIPS1_PACRD,0x4008002c
AIPS1_PACRE,0x40080040
ENET_RCR,0x400c0084
CAN0_CTRL1,0x40024004
CAN1_CTRL1,0x400a4004
MCM_PLASC,0xe0080008
MCM_PLAMC,0xe008000a
MCM_CR,0xe008000c
MCM_ISR,0xe0080010
MCM_ETBCC,0xe0080014
MCM_ETBRL,0xe0080018
MCM_ETBCNT,0xe008001c
MCM_PID,0xe0080030
CAU_CASR,0xe0081000
CAU_CAA,0xe0081001
CAU_CA0,0xe0081002
CAU_CA1,0xe0081003
CAU_CA2,0xe0081004
CAU_CA3,0xe0081005
CAU_CA4,0xe0081006
CAU_CA5,0xe0081007
CAU_CA6,0xe0081008
CAU_CA7,0xe0081009
CAU_CA8,0xe008100a
SIM_SCGC5,0x40048038
ENET_MMFR,0x400c0040
CRC_GPOLY,0x40032004
CAN0_RX14MASK,0x400240e0
CAN0_RX15MASK,0x400240e4
CAN0_ECR,0x4002401c
CAN0_RXFIR,0x4002404C
CAN1_RX14MASK,0x400a4014
CAN1_RX15MASK,0x400a4018
CAN1_ECR,0x400a401c
CAN1_RXFIR,0x400a404C
